SampleID	ERR2619766	ERR2619772	ERR2619776	ERR2619778	ERR2619780	ERR2619781	ERR2619782	ERR2619783	ERR2619785	ERR2635202	SRR2487415	SRR2487416	SRR2487417	SRR2487418	SRR2487419	SRR2487420	SRR2487421	SRR2487422	SRR2487423	SRR2487424	SRR2487425	SRR2487426	SRR2487427	SRR2487428	SRR2487429	SRR2487430	SRR2487434	SRR2487435	SRR2487436	SRR3703111	SRR3703112	SRR3703113	SRR3703114	SRR3703115	SRR3703116	SRR3703117	SRR3703118	SRR3703147	SRR3703148	SRR3703149	SRR3703150	SRR3703151	SRR3703152	SRR3703153	SRR3703154	SRR3703155
hsa-miR-130a-5p	0	1	0	0	0	0	0	0	0	0	2	0	1	2	0	3	0	1	0	0	0	2	0	0	0	2	3	0	1	13	32	22	27	41	27	21	0	17	0	63	0	15	3	0	8	12
hsa-miR-130b-3p	11.0	13.0	37.0	25.0	39.0	34.5	92.0	40.0	42.0	55.0	58.0	50.0	72.0	104.0	86.0	128.0	0.0	144.5	108.0	135.0	0.0	609.5	581.5	619.5	0.0	219.0	227.5	195.5	241.0	64.0	519.0	70.0	95.0	44.5	103.0	167.0	0.0	1737.5	0.0	1941.0	3.0	123.0	664.0	0.0	396.0	566.0
hsa-miR-130b-5p	2	6	6	1	6	4	15	12	15	11	51	39	53	39	26	45	0	56	43	67	0	198	209	229	0	85	88	56	72	140	402	81	102	144	262	193	0	1370	2	819	3	130	321	0	195	404
hsa-miR-132-3p	11	35	77	85	25	24	35	33	99	105	267	222	250	222	172	201	0	441	448	451	0	427	343	455	0	931	235	187	249	7449	6367	1290	1029	1813	5233	6212	0	760	1	1149	2	1051	474	0	1738	1476
hsa-miR-132-5p	0	2	7	8	1	1	2	2	7	9	31	18	37	12	17	21	0	27	35	46	0	55	29	40	0	85	22	17	16	62	71	19	22	23	33	43	0	6	1	19	0	23	9	0	38	22
hsa-miR-133a-3p	10.66	64.66	44.34	1099.66	18.66	28.0	34.0	32.0	56.0	318.0	514.34	428.66	529.66	169.34	150.0	162.0	0.0	128.34	125.0	149.0	0.0	127.0	117.0	110.66	0.0	463.0	106.66	110.0	78.66	786.0	2167.0	985.34	675.34	1850.0	700.66	1757.34	0.0	44.66	1.0	46.66	0.0	43.0	20.0	0.0	66.66	48.66
hsa-miR-133a-5p	0	0	0	3	0	0	0	0	0	1	3	2	2	3	3	2	0	0	0	1	0	1	0	0	0	1	0	0	2	4	12	8	5	5	2	4	0	0	0	0	0	0	0	0	0	0
hsa-miR-134-3p	0	0	1	1	0	0	0	0	0	3	3	2	0	1	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	3	10	3	1	7	14	11	0	1	0	3	0	7	1	0	18	4
hsa-miR-134-5p	4	18	21	11	11	10	4	4	11	64	35	23	39	8	5	6	0	27	30	26	0	10	12	20	0	79	3	4	5	3989	4845	1228	1314	1494	1661	1557	0	302	8	791	1	1221	636	0	3726	1041
hsa-miR-1343-3p	0	0	0	0	0	1	0	0	2	2	3	0	0	0	0	1	0	3	3	2	0	1	2	0	0	1	0	2	1	6	9	4	11	17	2	13	0	5	0	33	0	5	50	0	7	18
hsa-miR-1343-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	1
hsa-miR-135a-2-3p	0	0	0	0	0	3	1	1	6	2	136	122	124	12	7	18	0	31	30	42	0	6	4	5	0	58	13	5	10	4	17	6	2	3	3	19	0	0	0	0	0	0	0	0	0	0
hsa-miR-135a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	1	0	0	0	0	3	0	0	0	0	0	0
hsa-miR-135a-5p	0.0	1.0	0.0	2.0	9.0	22.0	10.0	9.0	25.0	11.0	399.0	384.0	414.66	36.0	25.0	28.0	0.0	114.0	105.0	107.0	0.0	21.0	13.0	15.0	0.0	194.66	23.66	23.0	34.0	30.0	154.0	138.0	230.0	68.0	95.66	167.0	0.0	3.34	0.0	66.34	0.0	3.34	5.0	0.0	12.66	5.0
hsa-miR-135b-3p	1	2	9	0	0	0	0	0	4	1	5	1	3	0	0	1	0	6	2	3	0	3	3	3	0	4	4	5	3	7	5	2	3	1	4	10	0	13	0	78	0	12	0	0	7	10
hsa-miR-135b-5p	10.0	11.0	118.0	13.0	0.0	2.0	2.0	1.0	11.0	9.0	59.0	51.0	46.33	10.0	10.0	13.0	0.0	58.0	52.0	33.0	0.0	66.0	55.0	61.0	0.0	134.33	91.33	76.0	61.0	545.0	523.0	297.0	376.0	256.0	577.33	1272.0	0.0	670.67	1.0	7141.67	0.0	697.67	34.0	1.0	365.33	749.0
hsa-miR-136-3p	16	43	75	90	33	42	32	34	45	159	323	303	338	123	105	109	0	245	198	238	0	226	184	225	0	616	35	39	39	203	213	69	63	73	136	114	0	11	0	26	0	43	6	0	109	34
hsa-miR-136-5p	4	5	12	16	8	11	13	15	18	35	99	60	92	28	24	20	0	47	53	57	0	53	44	73	0	202	15	6	9	127	107	49	87	144	55	63	0	24	0	63	0	97	40	0	185	90
hsa-miR-137-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0	1	0	0	0	2	0	0	34	15
hsa-miR-137-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-138-1-3p	0	2	1	0	0	0	0	0	0	0	50	32	46	1	0	0	0	31	21	26	0	54	52	64	0	28	0	1	0	5	12	21	14	33	8	20	0	9	0	3	0	10	2	0	9	1
hsa-miR-138-2-3p	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-138-5p	0	7	7	2	2	3	2	1	2	4	241	194	208	4	0	4	0	216	192	207	0	697	585	631	0	153	19	28	19	31	164	173	123	189	119	316	0	178	0	19	0	29	12	0	214	28
hsa-miR-139-3p	0	0	0	3	0	0	0	0	3	0	11	3	10	3	0	5	0	8	3	9	0	0	3	1	0	8	5	8	7	3027	1956	929	359	576	574	1511	0	13	0	19	0	100	30	0	53	31
hsa-miR-139-5p	8	5	11	34	18	17	23	13	22	23	131	107	125	54	42	43	0	57	65	90	0	21	31	31	0	153	100	104	98	8953	6463	2651	2736	3076	3318	4477	1	79	0	137	1	434	137	1	246	209
hsa-miR-140-3p	56	268	1049	697	255	353	374	168	221	851	3890	3516	3973	3830	3406	3956	1	2169	1882	2199	0	2784	2417	2709	0	3644	4731	4153	4606	76552	191916	38928	18876	39676	33517	60141	6	2304	7	2781	11	3835	1911	1	10935	6582
hsa-miR-140-5p	3	17	40	13	7	14	7	12	23	37	203	167	199	200	164	190	0	112	78	100	0	146	124	160	0	171	191	154	210	3411	4298	1927	2375	2484	3592	3821	1	350	1	624	0	479	221	0	734	710
hsa-miR-141-3p	4487.5	683.0	1679.0	3564.0	15673.0	17458.0	12777.0	20713.0	31625.0	1299.0	3706.5	3267.5	3661.0	33.5	32.0	17.0	0.0	1464.0	1304.5	1429.0	0.0	492.5	440.5	500.5	1.0	5363.5	167.5	187.5	165.0	2645.5	8559.0	7063.0	9578.0	8530.0	4938.5	12340.5	1.0	40905.5	9.0	50316.0	35.0	12409.5	25166.0	1.0	23074.0	21476.5
hsa-miR-141-5p	36	10	41	18	34	62	54	49	109	34	58	60	71	0	1	0	0	39	26	37	0	10	6	7	0	70	1	1	3	2390	9690	2993	2664	4780	2705	6521	0	5285	4	6632	7	3463	4777	1	13196	4196
hsa-miR-142-3p	78	178	175	76	52	75	44	55	83	210	168	147	166	330	283	330	0	562	474	618	0	1353	1129	1397	0	713	1075	890	1095	11594	59770	12404	35008	32277	37106	32257	13	6491	15	8617	17	19989	4714	3	27265	26276
hsa-miR-142-5p	741	2672	1369	1213	776	1526	674	757	1559	2749	2087	1733	1907	2906	2510	2931	1	5099	4335	5121	0	13218	11431	13075	0	8897	8744	7534	8937	2026	9828	1192	1590	1341	3533	4470	0	228	0	356	3	648	225	0	1245	847
hsa-miR-143-3p	10617	46794	91022	878265	16987	26467	34201	15733	26266	554453	310294	287033	309408	217228	200229	216775	19	107096	100402	107018	0	238633	220955	239873	29	366000	217155	200034	218110	4272230	8967680	3646843	1745921	3046161	2277858	6556914	872	151222	413	192459	562	313363	108185	48	620841	214337
hsa-miR-143-5p	2	19	20	193	2	12	4	2	16	175	172	146	173	167	158	145	0	90	65	93	0	184	154	199	0	212	134	117	120	234	735	364	1143	1545	251	405	0	486	1	450	0	818	349	0	1381	535
hsa-miR-144-3p	11	9	3	4	9	16	18	19	55	12	219	199	193	506	455	514	0	112	105	91	0	113	98	100	0	143	215	194	225	1468	58843	869	695	546	1075	2014	0	55	0	20	0	12	5	0	57	135
hsa-miR-144-5p	0	5	0	4	30	35	34	16	41	18	291	262	282	656	553	593	0	222	161	190	0	150	127	122	0	122	209	206	227	22171	757437	9690	5588	9698	8097	16886	0	165	3	54	0	74	35	0	199	669
hsa-miR-145-3p	68	121	200	1321	36	73	41	58	179	1090	1003	880	1117	687	619	735	0	300	266	312	0	632	573	668	0	739	591	504	560	3216	7102	2314	1942	3461	2615	4912	0	152	1	233	3	336	99	0	416	249
hsa-miR-145-5p	300	986	979	5677	173	326	257	189	469	4208	2022	1857	2097	1703	1500	1720	0	902	812	968	0	1566	1335	1603	1	2532	877	787	851	79185	129097	99771	113478	138269	69437	108639	28	12464	65	13993	37	28726	8551	2	34672	15738
hsa-miR-146a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	2	1	0	1	0	1	2	2	2	0	16	1	33	4	0	1	0	4	0	6	29	0	10	4
hsa-miR-146a-5p	85.5	482.0	258.0	776.0	78.0	300.0	58.0	64.0	675.5	901.0	1467.5	1341.0	1575.0	1140.0	1060.0	1246.0	0.0	2192.0	1996.0	2299.5	0.0	1557.0	1402.0	1545.5	2.0	2227.0	1314.0	1140.5	1340.5	7621.0	6857.5	3734.5	2730.0	1924.5	7713.0	15482.0	1.0	554.5	4.0	800.5	1.0	1672.5	1429.0	0.0	5194.5	2546.5
hsa-miR-146b-3p	3	19	29	29	4	7	7	3	4	35	98	66	91	35	29	44	0	272	257	269	0	562	543	562	0	490	776	698	820	6601	7566	2739	4061	5711	7177	9947	0	305	0	1352	1	4074	574	0	1271	2574
hsa-miR-146b-5p	404.5	1426.0	4522.0	4788.0	414.0	578.0	657.0	488.0	751.5	6869.0	2772.5	2487.0	2846.0	1355.0	1172.0	1311.0	0.0	16014.0	14876.0	16009.5	0.0	21719.0	19510.0	21515.5	4.0	18981.0	22966.0	20984.5	23009.5	36787.0	37488.5	13765.5	15753.0	18402.5	35932.0	62265.0	9.0	1669.5	8.0	11313.5	11.0	15695.5	2390.0	0.0	7080.5	16534.5
hsa-miR-147b-3p	3.0	6.0	10.0	7.0	5.0	12.0	4.0	2.0	10.0	8.0	2.0	1.0	5.0	1.0	8.0	4.0	0.0	1.0	4.5	6.0	0.0	8.0	9.0	6.0	0.0	2.0	6.0	15.0	5.0	3.0	5.0	4.0	4.0	2.0	11.0	12.0	0.0	18.0	0.0	9.0	0.0	98.0	303.0	0.0	24.0	85.0
hsa-miR-147b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	2	0	8	0	1	0	7	28	0	5	12
hsa-miR-148a-3p	1143.0	2504.0	9834.5	9852.5	27627.0	16782.0	47152.5	34033.83	12031.5	8929.0	45506.0	40644.0	45574.0	24303.0	21855.0	24371.5	4.0	18385.0	15937.0	17867.0	0.0	31699.5	27788.0	31102.0	4.0	23793.0	30424.5	26818.0	30169.5	832938.5	1225279.33	313842.33	315897.83	406147.5	371199.0	827231.67	171.0	160678.0	341.0	186483.33	567.0	217324.5	152061.67	31.0	565560.0	149243.0
hsa-miR-148a-5p	11	47	96	101	300	196	522	330	104	100	357	337	386	145	138	168	0	142	116	142	0	213	187	228	0	176	232	269	256	954	1027	451	270	258	414	870	0	229	0	270	0	162	363	0	960	126
hsa-miR-148b-3p	110.0	115.0	476.0	718.5	318.0	461.0	361.5	337.83	548.5	634.0	2538.5	2178.0	2533.0	767.0	681.0	796.5	1.0	1372.0	1200.0	1292.0	0.0	1701.0	1523.0	1629.0	0.0	2228.0	934.5	803.5	924.5	8591.5	20954.33	5143.33	5811.33	8861.5	5701.5	11867.17	0.0	3557.0	3.0	2231.83	1.0	1763.0	1988.67	2.0	1747.5	3567.5
hsa-miR-148b-5p	3	11	19	34	11	17	8	10	25	39	155	128	123	85	61	63	0	127	119	132	0	217	197	207	0	166	105	121	111	39	148	30	49	35	69	64	0	139	0	69	0	17	81	0	34	62
hsa-miR-149-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	2	0	2	0	20	0	12	0	1	1	0	2	0
hsa-miR-149-5p	5	5	8	12	0	5	3	4	0	38	98	79	113	13	24	25	0	82	66	87	0	69	36	59	0	118	50	39	41	480	4281	960	1605	620	282	483	0	17382	2	3789	1	656	1142	1	3565	379
hsa-miR-150-3p	0	2	0	1	1	0	0	0	1	4	4	6	6	5	3	4	0	15	6	13	0	17	11	14	0	3	4	1	4	113	155	41	78	90	161	180	0	2	0	1	0	11	5	0	50	35
hsa-miR-150-5p	59	474	148	138	70	149	64	59	204	251	765	640	775	621	519	565	0	1945	1692	1885	0	3278	2907	3288	0	2011	959	790	841	12595	27277	6062	11100	14188	19872	18380	6	923	1	1134	7	3880	1711	0	11839	10234
hsa-miR-152-3p	16.0	71.0	124.5	196.0	35.0	45.0	59.0	44.33	47.0	242.0	1043.5	890.0	983.0	785.0	662.0	790.0	0.0	574.0	462.0	624.0	0.0	1787.5	1595.0	1898.0	0.0	1093.0	2501.0	2255.5	2493.0	11457.0	13973.33	4986.33	3413.83	5834.0	4872.5	7165.17	2.0	2304.0	4.0	2414.83	2.0	1507.5	640.67	1.0	4587.5	2091.5
hsa-miR-152-5p	0	2	3	5	0	1	0	1	0	16	25	28	30	12	12	21	0	13	12	9	0	49	38	45	0	21	25	25	20	7	6	5	4	8	13	8	0	4	0	3	0	1	3	0	11	5
hsa-miR-153-3p	7	2	6	3	18	33	11	29	100	13	11	12	9	13	19	16	0	14	5	4	0	27	19	20	0	21	14	11	11	78	85	21	40	43	93	63	0	10	0	20	0	6	1	0	29	23
hsa-miR-153-5p	1	0	0	0	0	2	0	1	3	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	34	71	22	117	235	20	43	0	12	0	20	0	26	13	0	39	45
hsa-miR-1537-3p	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	1	0	2	0	2	1	3	1	5	4	5	2	2	4	5	0	0	0	2	0	1	2	0	2	0
hsa-miR-1537-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	1	2	3	0	3	0	1	0	2	0	2	2	0	2	1
hsa-miR-154-3p	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	23	18	4	4	6	10	15	0	0	0	2	0	8	1	0	30	3
hsa-miR-154-5p	0	3	2	4	3	5	1	1	1	10	1	1	3	1	0	0	0	6	3	3	0	1	1	4	0	9	0	2	2	77	68	26	44	24	47	42	0	10	0	20	0	21	18	0	67	23
hsa-miR-155-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	3	3	1	1	3	10	9	0	2	0	0	0	5	0	0	2	11
hsa-miR-155-5p	97	604	290	160	75	195	119	65	166	489	309	303	333	1958	1789	1932	0	708	600	695	0	2932	2668	2959	0	1052	5247	4805	5181	13441	14241	9103	13215	4300	23775	30742	4	2511	3	5380	8	7049	2602	3	7707	7096
hsa-miR-15a-3p	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	6	22	9	4	6	11	17	0	15	0	9	0	2	0	0	7	4
hsa-miR-15a-5p	34.0	116.0	157.0	122.0	105.0	114.0	83.5	115.0	190.0	177.0	843.0	723.0	866.5	1052.5	929.5	1063.5	1.0	551.0	499.5	614.0	0.0	2190.0	2000.5	2350.5	0.0	1082.0	2116.0	1800.0	2062.5	4576.5	28009.5	2716.5	3074.5	3615.0	3303.5	4382.5	1.0	1992.5	0.0	747.5	2.0	1247.0	962.0	0.0	1555.5	1316.5
hsa-miR-15b-3p	5	3	8	4	6	3	7	4	10	5	7	4	9	6	7	12	0	3	6	7	0	35	31	44	0	9	10	7	12	1202	15025	479	612	839	1891	1730	0	1583	1	1725	5	267	760	0	521	526
hsa-miR-15b-5p	37.0	43.0	129.0	84.0	27.0	55.0	20.5	18.0	99.0	98.0	245.0	182.0	221.5	130.5	125.5	139.5	0.0	129.0	116.5	128.0	0.0	541.0	491.5	532.5	0.0	256.0	198.0	208.0	243.5	16606.5	130648.5	5385.5	5114.5	6762.0	35789.5	26687.5	6.0	9073.5	2.0	4048.5	21.0	2431.0	2819.0	0.0	3233.5	4894.5
hsa-miR-16-1-3p	0	1	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	2	1	0	0	1	1	0	4	0	1	1	91	283	47	42	74	88	99	0	49	0	42	0	40	35	0	62	25
hsa-miR-16-2-3p	4	6	13	8	11	19	19	22	29	19	158	113	128	155	155	168	0	73	65	92	0	328	325	394	0	122	245	229	220	263	3948	155	247	165	295	409	1	191	0	261	0	59	109	0	173	130
hsa-miR-16-5p	672.0	1591.0	2328.0	2222.0	1181.0	1765.66	1259.0	1893.0	3720.0	2774.0	14765.0	12875.66	14663.0	16075.0	13722.0	16005.0	4.0	11314.0	10095.66	11279.0	0.0	35608.0	31177.0	35107.0	8.0	22222.0	29156.66	25309.66	28699.0	10819.66	149436.0	6867.0	9885.66	8781.0	10154.0	15941.34	5.0	6735.66	7.0	3082.66	12.0	3715.34	3634.34	1.0	6343.66	4725.0
hsa-miR-17-3p	1	3	19	9	13	10	9	17	25	16	108	77	107	67	55	61	0	68	53	57	0	122	104	122	0	113	167	148	158	8495	36395	6487	3824	6466	5474	11156	1	6685	4	6220	6	2176	3836	1	3369	3256
hsa-miR-17-5p	73.33	60.5	343.83	69.5	54.0	80.0	45.0	58.5	166.33	147.5	468.0	438.83	500.0	208.5	182.5	207.5	0.0	303.5	231.5	267.0	0.0	319.5	287.5	375.0	0.0	488.83	380.0	353.0	403.0	4948.5	44433.08	4666.17	5630.42	5263.17	4306.17	7692.58	0.0	21834.33	3.0	26899.92	22.5	3180.33	5378.33	4.0	4541.67	6676.33
hsa-miR-181a-2-3p	9	36	67	78	25	32	55	17	23	110	857	754	870	583	499	596	0	339	291	357	0	761	738	818	0	1126	920	802	897	15058	46951	14224	17343	25702	19478	32683	4	4307	6	16566	10	9071	7826	2	5328	13182
hsa-miR-181a-3p	13.0	42.5	125.0	61.0	7.0	20.0	13.0	4.0	11.0	138.0	461.5	375.0	420.0	352.5	281.5	340.0	0.0	218.5	153.0	196.0	0.0	459.0	399.0	454.0	0.0	445.5	235.5	188.0	194.5	3990.5	15586.5	3907.5	5216.5	7747.5	5348.0	8193.5	0.0	394.5	3.0	3511.0	2.0	2363.0	507.0	0.0	1720.5	2508.0
hsa-miR-181a-5p	825.0	5852.0	7371.0	5407.0	1252.0	3624.0	2799.5	1273.0	1497.0	9031.5	105050.0	94809.5	103976.5	108914.5	99354.0	108978.0	10.0	48966.0	44766.5	49330.5	0.0	121637.5	109823.5	121547.5	20.0	122561.5	105290.0	95131.0	104767.5	75481.5	291877.5	62640.0	65182.5	155024.0	52286.0	122122.5	22.0	5065.0	16.0	40979.0	18.0	25470.5	10087.0	2.0	14980.0	35922.0
hsa-miR-181b-2-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	10.0	5.0	4.0	0.0	1.0	3.0	5.0	5.0	8.5	25.0	6.5	13.0	33.5	6.0	7.5	0.0	4.5	0.0	24.0	0.0	9.5	18.0	0.0	2.0	16.5
hsa-miR-181b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	4.0	3.0	2.0	5.0	4.0	5.0	0.0	3.0	3.0	2.0	0.0	5.0	10.0	4.0	0.0	5.0	3.0	4.0	2.0	206.5	636.0	144.5	331.0	674.5	203.0	247.5	0.0	41.5	2.0	421.0	1.0	162.5	75.0	0.0	87.0	245.5
hsa-miR-181b-5p	86.0	287.0	538.0	265.5	90.0	141.0	174.5	55.0	108.0	508.66	5864.84	5388.5	5966.0	9121.84	8290.84	9427.5	1.0	4361.5	3886.0	4284.84	0.0	16483.0	14842.0	16280.84	2.0	9303.66	10882.84	9627.66	10577.0	11536.66	33602.16	9595.34	9248.16	19878.5	11399.84	22053.34	1.0	1336.5	6.0	17909.84	11.0	4346.16	3505.34	0.0	2614.34	7911.0
hsa-miR-181c-3p	4.0	12.5	27.0	70.0	5.0	11.0	6.0	3.0	12.0	70.0	178.5	158.0	189.0	167.5	145.5	166.0	0.0	67.5	46.0	59.0	0.0	313.0	233.0	287.0	0.0	292.5	522.5	382.0	493.5	924.5	2186.5	825.5	714.5	1485.5	811.0	1170.5	0.0	201.5	0.0	1398.0	1.0	180.0	537.0	0.0	499.5	262.0
hsa-miR-181c-5p	64	284	506	989	159	348	232	111	288	1140	2558	2347	2566	3074	2799	3117	0	839	737	806	0	6597	6089	6651	1	3664	12640	11279	12582	1276	3281	963	937	2316	1084	1797	0	116	0	1070	1	145	174	0	415	159
hsa-miR-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0
hsa-miR-181d-5p	10.0	32.0	73.0	102.5	13.0	29.0	31.0	7.0	24.0	100.83	364.17	320.0	348.5	459.67	489.17	482.5	0.0	149.5	107.5	129.67	0.0	1116.5	969.5	1105.67	0.0	552.83	2016.17	1812.33	1959.5	642.83	1050.33	444.67	315.33	975.5	458.17	782.17	0.0	75.5	0.0	1038.17	0.0	66.33	220.67	0.0	167.67	144.0
hsa-miR-182-3p	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	0	0	2	0	1	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	14	0	1	0	2	7	0	0	4
hsa-miR-182-5p	594.0	543.0	2303.0	1850.0	1340.0	1044.0	2770.0	1077.0	992.0	1262.0	5500.0	4871.0	5442.0	2673.0	2354.0	2556.0	0.0	10148.0	8828.0	10006.0	0.0	6020.0	5299.0	5870.0	1.0	21918.0	1829.0	1616.0	1816.0	78463.0	1980364.5	54122.0	70523.0	70896.0	101656.0	140600.0	40.0	467603.0	148.0	250339.0	643.0	121955.0	346569.0	16.0	71323.0	152511.0
hsa-miR-183-3p	1	2	3	1	0	0	2	1	0	1	6	3	1	0	0	0	0	16	5	6	0	8	4	5	0	9	1	2	4	3	56	1	4	4	2	3	0	108	0	31	0	14	76	0	4	12
hsa-miR-183-5p	177.0	34.0	481.0	499.0	179.0	129.0	199.0	182.0	452.0	236.0	355.0	364.0	380.0	135.0	128.0	148.0	0.0	661.0	640.0	613.0	0.0	353.0	315.0	355.0	1.0	1500.0	119.0	102.0	98.0	24741.0	424776.5	17076.0	23909.0	26388.0	35134.0	45541.0	15.0	325307.0	74.0	157907.0	439.0	39623.0	260113.0	2.0	24319.0	102863.0
hsa-miR-185-3p	0	0	1	1	0	2	1	2	2	2	6	3	6	6	3	6	0	3	4	3	0	14	10	9	0	6	11	6	8	82	1021	38	32	72	86	90	0	71	0	75	0	22	120	0	48	39
hsa-miR-185-5p	4	10	9	18	4	6	16	3	10	17	47	31	38	10	13	23	0	41	38	43	0	55	51	36	0	52	28	33	32	1733	16839	755	950	856	1047	1804	0	588	1	818	0	339	995	1	838	799
hsa-miR-186-3p	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	1	0	0	1	2	2	4	1	3	1	9	8	4	3	0	9	0	5	0	6	15	0	4	17
hsa-miR-186-5p	408	849	1170	2567	1119	1613	1048	1550	2489	2175	11903	10373	11793	7733	6650	7710	1	8100	7063	8209	0	19295	17173	19615	2	13846	20819	18027	20640	5395	16469	4008	6216	6242	7777	8606	0	2139	1	2818	7	1338	3310	0	2003	5231
hsa-miR-187-3p	0	0	1	2	0	2	0	0	1	1	42	48	53	2	3	3	0	50	55	51	0	2	2	7	0	29	4	6	3	206	444	340	888	307	121	133	1	45	1	210	6	70	1292	1	1104	209
hsa-miR-187-5p	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	3	6	2	1	0	0	0	0	0	0	1	0	1	1
hsa-miR-188-3p	0	0	2	1	2	0	1	4	1	0	12	17	14	0	1	2	0	2	2	1	0	4	2	3	0	6	2	1	3	7	16	2	15	11	7	2	0	15	0	8	0	8	15	0	11	21
hsa-miR-188-5p	0	2	13	4	1	1	2	4	5	9	59	50	51	9	2	3	0	29	14	20	0	29	37	29	0	34	22	15	19	26	44	31	44	24	64	50	0	191	0	70	0	22	104	0	49	44
hsa-miR-18a-3p	2.0	3.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	12.0	10.0	19.0	18.0	19.0	8.0	0.0	11.0	5.0	10.0	0.0	31.0	31.0	28.0	0.0	10.0	17.0	14.0	18.0	18.0	132.0	20.0	23.0	20.0	15.0	18.5	0.0	210.0	0.0	213.0	1.0	15.0	54.0	0.0	52.0	66.0
hsa-miR-18a-5p	76.0	19.0	125.0	11.0	25.0	11.0	27.0	17.0	13.0	59.0	25.0	24.0	20.0	15.0	9.0	7.0	0.0	17.0	9.0	13.0	0.0	28.0	32.0	31.0	0.0	32.0	31.5	28.0	38.0	125.0	2654.0	110.5	141.5	68.0	140.5	197.5	0.0	1334.0	0.0	1554.5	0.0	101.5	154.5	0.0	232.0	342.5
hsa-miR-18b-3p	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	2.0	0.0	0.5	0.0	1.0	0.0	7.0	0.0	1.0	7.0	0.0	0.0	0.0
hsa-miR-18b-5p	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	1.0	0.0	2.0	1.5	1.0	1.0	8.0	163.0	8.5	3.5	5.0	3.5	5.5	0.0	15.0	0.0	41.5	0.0	1.5	5.5	0.0	8.0	6.5
hsa-miR-190a-3p	2	0	2	0	2	3	0	0	3	0	34	39	38	14	9	8	0	19	19	16	0	10	8	9	0	13	25	19	32	9	5	7	1	3	12	9	0	0	0	4	0	1	1	0	3	0
hsa-miR-190a-5p	27	5	45	30	60	118	50	37	218	17	776	615	796	76	71	67	0	336	251	316	0	118	113	122	0	209	233	216	244	132	2092	92	57	78	65	105	0	65	0	39	0	2	15	0	12	7
